AREACD,P50
E01003964,24713.27
E01003966,21790.03
E01003967,22743.09
E01003968,20492.41
E01003969,24932.01
E01003970,22981.94
E01003971,20438.89
E01003972,23464.45
E01003973,22688.76
E01003974,22416.17
E01003975,23630.95
E01003976,27818.9
E01003977,24512.46
E01003978,30626.39
E01003979,26139.87
E01003980,23417.37
E01003981,26232.27
E01003983,21281.66
E01003984,24886.47
E01003986,23532.35
E01003987,24950.89
E01003988,22067.39
E01003989,20527.94
E01003990,22646.08
E01003991,23798.33
E01003992,23696.82
E01003993,21738.13
E01003994,24218.64
E01003995,25356.73
E01003997,26748.27
E01003998,28585.93
E01003999,24508.15
E01004000,24157.43
E01004001,23549.7
E01004002,29301.59
E01004003,23279.51
E01004004,24924.81
E01004005,22375.3
E01004006,25576.57
E01004007,22335.22
E01004008,21671.83
E01004010,22792.7
E01004011,23625.82
E01004012,24900.47
E01004013,23077.41
E01004014,22951.46
E01004015,30992.33
E01004016,27744.82
E01004017,31598.51
E01004018,31955.88
E01004019,26603.54
E01004020,23099.96
E01004021,33405.98
E01004022,29404.58
E01004023,24295.19
E01004024,22325.72
E01004027,26877.71
E01004028,25966.11
E01004029,35850.06
E01004030,26321.11
E01004031,27231.85
E01004032,39242.02
E01004033,28036.84
E01004034,22450.52
E01004035,24314.27
E01004036,21636.96
E01004037,23553.45
E01004038,24726.17
E01004039,25072.17
E01004040,21977.11
E01004041,23656.59
E01004042,23458.14
E01004043,26102.48
E01004044,22127.4
E01004045,21764.46
E01004046,33785.13
E01004047,23402.58
E01004048,29063.63
E01004049,23546.27
E01004050,31618.64
E01004051,31984.32
E01004052,31458.94
E01004053,43285.55
E01004054,39457.21
E01004055,24797.6
E01004056,31900.63
E01004057,29213.64
E01004058,41504.34
E01004059,38956.06
E01004060,25706.73
E01004061,29345.53
E01004062,26394.86
E01004063,27185.67
E01004064,24113.68
E01004065,30334.85
E01004066,23570.84
E01004067,23925.36
E01004068,24547.7
E01004069,42376.06
E01004070,31129.53
E01004071,26955.24
E01004072,36891.19
E01004073,34940.84
E01004074,36853.13
E01004075,43272.12
E01004076,26030.28
E01004077,24039.37
E01004078,26131.65
E01004079,29774.74
E01004080,29585.98
E01004081,27742.21
E01004082,28560.34
E01004083,22627.5
E01004084,29795.11
E01004085,30099.37
E01004086,26215.36
E01004087,29938.41
E01004088,21899.88
E01004089,22527.06
E01004090,21624.57
E01004091,33309.83
E01004092,34848.98
E01004093,31650.84
E01004094,29564.84
E01004095,34332.22
E01004096,29046.94
E01004097,29660.39
E01004098,31842.11
E01004099,27820.85
E01004100,29337.18
E01004101,27736.43
E01004102,30011.72
E01004103,28320.87
E01004104,33449.2
E01004105,33224.6
E01004106,38484.07
E01004107,26574.11
E01004108,31386.69
E01004109,25645.59
E01004110,27996.97
E01004111,28353.92
E01004112,32807.05
E01004114,32867.14
E01004115,26574.95
E01004116,26241.92
E01004117,29946.86
E01004118,27081.87
E01004119,27461.65
E01004120,29762.71
E01004121,28451.13
E01004122,30600.57
E01004123,23680.18
E01004124,23070.13
E01004125,23621.54
E01004126,23809.35
E01004127,26167.56
E01004128,23710.21
E01004129,23500.83
E01004130,26211.48
E01004131,25253.57
E01004132,27402.31
E01004133,27370.55
E01004134,26131.81
E01004135,26448.82
E01004136,28386.14
E01004137,27404.79
E01004138,27507.52
E01004139,26714.65
E01004140,23755.74
E01004141,24229.85
E01004142,24936.49
E01004143,27083.35
E01004144,28334.31
E01004145,26686.84
E01004146,25979.27
E01004147,26465.97
E01004148,23785.29
E01004149,25679.93
E01004150,24906.27
E01004151,29790.06
E01004152,26570.38
E01004153,25935.75
E01004154,33449.9
E01004155,27728.59
E01004156,29188.56
E01004157,33968.44
E01004158,28304.81
E01004159,25762.75
E01004160,28130.11
E01004161,28257.23
E01004162,27597.57
E01004163,26407.06
E01004164,29738.44
E01004165,26503.76
E01004166,28160.59
E01004167,23670.61
E01004168,27210.11
E01004169,26108.42
E01004170,29744.74
E01004171,27065.07
E01004172,24378.01
E01004173,29061.05
E01004174,27457.68
E01004175,26872.46
E01004176,28059.64
E01004177,25523.07
E01004178,26030.74
E01004179,30512.24
E01004180,32248.8
E01004181,26568.84
E01004182,23816.27
E01004183,23387.27
E01004184,23356.01
E01004185,22773.31
E01004186,27571.24
E01004187,24718.69
E01004188,26062.88
E01004189,23127.91
E01004190,30430.88
E01004191,26906.45
E01004192,28961.7
E01004193,29373.05
E01004194,26451.3
E01004195,27257.73
E01004196,27672.31
E01004197,24420.3
E01004198,23809.33
E01004199,21754.08
E01004200,29406.33
E01004201,23641.66
E01004202,26191.45
E01004203,23620.71
E01004204,22744.13
E01004205,20052.75
E01004206,21826.65
E01004207,23512.94
E01004208,26998.03
E01004209,20656.26
E01004211,28014.86
E01004212,23973.32
E01004214,21953.08
E01004215,28657.75
E01004216,29469.7
E01004217,27353.66
E01004218,30763.21
E01004219,23704.12
E01004221,29345.65
E01004222,23870.46
E01004223,24068.29
E01004224,26783.62
E01004225,34538.93
E01004226,24516.72
E01004228,29973.15
E01004229,24243
E01004230,25220.55
E01004231,22104.8
E01004232,31114.4
E01004233,23756.14
E01004234,28418.28
E01004235,20451.88
E01004236,21035.42
E01004237,23463.13
E01004238,24956.35
E01004239,22360.7
E01004240,23030.9
E01004241,20679.36
E01004242,24584.93
E01004243,22558.37
E01004244,22396.23
E01004245,19696.27
E01004246,23864.12
E01004247,22691.88
E01004248,20931.71
E01004249,22062.3
E01004250,23061.43
E01004251,22280.36
E01004252,24853.23
E01004253,22448.89
E01004254,43113
E01004255,22924.09
E01004256,21433.09
E01004257,22350.87
E01004258,29706.62
E01004259,27121.8
E01004260,21039.19
E01004261,18695.85
E01004262,21630.12
E01004263,22547.15
E01004264,20502.29
E01004266,25880.7
E01004267,26365.18
E01004268,20805.42
E01004269,21767.4
E01004270,25659.39
E01004271,21479.2
E01004272,21476.08
E01004273,22129.14
E01004274,25676.12
E01004275,30561.82
E01004276,45780.64
E01004277,55401.43
E01004280,26509.68
E01004281,33639.68
E01004283,22428.3
E01004284,25605.39
E01004285,21636.19
E01004286,23613.61
E01004287,22899.94
E01004288,20933.24
E01004289,23695.57
E01004290,23538.51
E01004291,40033.36
E01004292,46367.19
E01004293,39945.36
E01004294,33311.35
E01004295,20948.15
E01004296,26548.98
E01004297,43610.58
E01004298,24086.36
E01004300,21761.91
E01004301,21430.83
E01004302,22730.59
E01004303,26063.88
E01004304,22193.17
E01004305,22650.18
E01004306,24277.95
E01004307,31674.37
E01004308,22805.31
E01004309,22274.62
E01004310,23396.89
E01004311,21457.83
E01004312,21137.98
E01004313,23194.8
E01004314,28406.92
E01004315,22986.95
E01004316,22011.61
E01004317,29805.56
E01004318,22562.8
E01004319,23157.37
E01004321,22882.34
E01004322,22762.56
E01004323,23896.51
E01004324,21490.71
E01004325,29690.18
E01004326,23968.8
E01004327,23217.34
E01004328,21998.86
E01004329,22840.7
E01004330,25585.63
E01004331,22917.35
E01004332,22451.37
E01004333,21338.35
E01004334,21698.86
E01004335,20745.07
E01004336,20923.27
E01004337,21957.58
E01004338,23951.79
E01004339,23461.26
E01004340,22702.09
E01004341,23452.1
E01004342,23421.58
E01004343,28535.03
E01004344,22260.85
E01004345,24095.62
E01004346,24029.31
E01004347,26172.67
E01004348,23458.57
E01004349,22855.02
E01004350,23322.05
E01004351,26882.91
E01004352,27793.2
E01004353,28733.4
E01004354,27541.15
E01004355,26110.42
E01004356,24591.01
E01004357,25072.64
E01004358,26055.2
E01004359,29579.31
E01004360,28772.86
E01004361,25455.24
E01004362,24869.1
E01004363,25479.94
E01004364,22593.39
E01004365,20313.23
E01004366,24433.76
E01004367,21523.51
E01004368,24488.88
E01004369,21425.05
E01004370,22628.86
E01004371,26048.71
E01004372,26030.66
E01004373,23188.55
E01004374,24532.38
E01004375,22516.08
E01004376,21270.4
E01004377,26885.54
E01004378,25723.42
E01004379,30196.57
E01004380,26511.16
E01004381,26928.2
E01004382,21283.02
E01004383,28153.63
E01004384,22174.81
E01004385,23935.68
E01004386,28282.15
E01004387,32476.55
E01004388,26255
E01004389,22760.42
E01004390,24042.16
E01004391,25109.58
E01004392,22309.69
E01004393,23809.29
E01004394,22750.46
E01004395,24847.73
E01004396,23694.46
E01004397,23115.84
E01004398,22495.62
E01004399,20935.86
E01004400,23817.74
E01004401,24440.1
E01004402,22095.44
E01004403,23198.44
E01004404,22733.44
E01004405,23178.82
E01004406,23877.48
E01004407,21914.96
E01004408,25648.96
E01004409,23954.15
E01004410,25934.01
E01004411,24755.46
E01004412,27306.6
E01004413,23533.75
E01004414,24920.58
E01004415,26606.65
E01004416,26373.19
E01004417,24234
E01004418,24867.94
E01004419,25440.18
E01004420,20480.01
E01004421,20747.14
E01004422,22275.77
E01004423,21672.14
E01004424,20294.58
E01004425,22494.8
E01004426,22808
E01004427,22542.36
E01004428,21454.7
E01004429,23853.35
E01004430,23648.47
E01004432,22748.57
E01004434,22623.23
E01004435,22685.51
E01004436,24572.63
E01004437,22870.02
E01004438,26059.12
E01004439,24919.99
E01004440,25701.66
E01004441,28273.65
E01004442,29079.11
E01004443,22311.88
E01004444,21525.14
E01004445,23380.31
E01004446,25134.48
E01004447,23630.1
E01004448,23880.48
E01004449,21980.04
E01004450,25359.3
E01004451,24390.76
E01004452,22791.04
E01004453,24091.04
E01004454,22559.15
E01004455,22366.93
E01004456,22203.29
E01004457,24107.45
E01004458,23508.45
E01004459,20082.13
E01004460,23753.31
E01004461,24377.82
E01004462,24496.56
E01004463,26963.86
E01004464,20777.32
E01004465,27082.01
E01004466,30029.61
E01004467,22376.26
E01004468,27902.64
E01004469,21291.68
E01004470,24016.26
E01004471,23064.29
E01004472,39727.22
E01004473,38169.75
E01004474,38327.64
E01004475,38013.25
E01004476,33263.16
E01004477,44240.5
E01004478,47108.98
E01004479,36805.68
E01004480,43874.95
E01004481,35054.51
E01004482,32584.24
E01004483,34819.5
E01004484,36989.89
E01004485,35402.05
E01004486,36412.73
E01004487,33488.17
E01004488,35339.71
E01004489,30047.6
E01004490,41900.09
E01004491,31879.82
E01004492,31940.3
E01004493,35857.77
E01004494,32260.12
E01004495,26967.92
E01004496,39076.91
E01004497,33524.04
E01004498,41763.4
E01004499,35666.76
E01004500,37140.35
E01004501,28362.03
E01004502,38796.21
E01004503,34170.55
E01004504,31764.2
E01004505,35009.11
E01004506,35497.95
E01004507,36571.82
E01004508,35678.4
E01004509,34190.81
E01004510,39859.91
E01004511,39300.56
E01004512,39664.52
E01004513,28720.97
E01004514,39483.52
E01004515,34614.36
E01004516,29294.01
E01004517,26403.72
E01004518,28855.2
E01004519,25969.2
E01004520,25777.97
E01004521,26201.41
E01004522,27965.26
E01004523,26092.78
E01004524,23991.08
E01004525,25197.55
E01004526,29304.9
E01004527,27909.8
E01004528,24649.49
E01004529,29325.7
E01004530,28681.01
E01004531,26989.91
E01004532,31718.7
E01004533,27453.03
E01004534,34930.11
E01004535,21927.71
E01004536,26642.89
E01004537,23739.78
E01004538,27188.84
E01004539,22429.43
E01004540,26491.79
E01004541,26099.92
E01004542,43422.2
E01004543,42400.77
E01004544,43006.88
E01004545,40096.66
E01004546,40684.39
E01004547,33867.81
E01004548,32845.6
E01004549,35937.49
E01004550,36576.83
E01004551,34387.74
E01004552,42461.95
E01004553,34171.57
E01004554,49586.32
E01004555,45855.14
E01004556,46185.71
E01004557,40569.92
E01004558,38135.97
E01004559,46984.8
E01004560,29341.75
E01004562,24508.96
E01004563,23302.27
E01004564,33024.66
E01004565,31867.36
E01004566,35853.5
E01004567,24750.78
E01004568,20141.95
E01004569,22172.73
E01004570,21728.64
E01004571,23002.19
E01004572,24544.13
E01004573,24989.1
E01004574,20698.06
E01004575,24197.56
E01004576,22060.8
E01004577,30726.8
E01004579,30556.58
E01004580,28137.07
E01004581,29512.38
E01004582,28030.7
E01004583,28514.8
E01004584,22328.66
E01004585,37388.84
E01004586,45095.58
E01004587,39342.86
E01004588,46119.01
E01004589,44988.39
E01004590,28054.97
E01004591,30067.76
E01004592,30506
E01004593,33279.73
E01004594,36263.76
E01004595,36922.38
E01004596,36645.01
E01004597,33480.66
E01004598,41756.81
E01004599,39827.46
E01004600,27981.9
E01004601,30894.33
E01004602,37882.4
E01004604,40276.16
E01004605,28915.14
E01004606,44750.15
E01004607,39667.81
E01004608,31757.73
E01004609,36190.07
E01004610,27170.08
E01004611,31475.82
E01004612,24927.59
E01004613,23474.63
E01004614,28866.99
E01004615,24208.8
E01004616,26139.28
E01004617,27238.03
E01004618,33633.16
E01004619,38150.38
E01004620,35243.12
E01004621,35253.6
E01004622,29984.04
E01004623,38185.56
E01004624,34729.2
E01004625,39226.88
E01004626,38688.3
E01004627,34412.84
E01004628,30129.52
E01004629,31459.59
E01004630,23386.43
E01004631,25029.89
E01004632,29304.76
E01004633,22841.95
E01004634,28534.11
E01004635,29386.79
E01004636,26350.16
E01004637,27281.71
E01004638,36519
E01004639,30697.67
E01004640,40015.22
E01004641,28680.96
E01004642,26844.67
E01004643,25270.22
E01004644,30521.63
E01004645,23919.64
E01004646,28578.71
E01004647,28585.53
E01004648,30185
E01004649,27826.82
E01004650,39413.96
E01004651,36815.28
E01004652,29634.23
E01004653,32040.09
E01004654,33220.54
E01004656,28803.51
E01004657,37936.54
E01004658,29729.19
E01004659,34058.23
E01004660,32479.64
E01004661,29465.62
E01004662,36202.03
E01004663,29906.8
E01004665,23636.71
E01004666,25840.83
E01004667,26474.15
E01004668,26816.72
E01004669,25395.07
E01004670,21507.1
E01004674,23828.21
E01004675,25878.74
E01004676,29470.41
E01004677,27923.59
E01004678,27163.24
E01004679,25053.2
E01004680,33559.74
E01004681,34664.78
E01004682,32413.74
E01004683,33943.72
E01004684,27328.77
E01004686,30206.31
E01004687,30031.24
E01004688,36566.17
E01004689,28438.14
E01004690,31283.27
E01004691,28418.18
E01004692,23623.53
E01004693,36135.64
E01004694,34388.44
E01004695,32355.99
E01004696,24897.73
E01004697,31046.57
E01004698,28058.71
E01004699,33695.91
E01004700,35828.42
E01004701,38462.74
E01004702,24047.98
E01004703,32860.9
E01004705,39902.1
E01004706,43540.76
E01004707,43926.52
E01004708,29462.87
E01004709,27678.97
E01004710,25057.21
E01004711,25331.1
E01004712,35913.94
E01004713,37920.65
E01004714,36302.87
E01004715,26895.89
E01004716,39355.71
E01004717,39819.68
E01004718,25603.52
E01004719,25135.48
E01004720,24164.9
E01004721,24174.5
E01004722,22836.85
E01004723,25571.69
E01004724,31144.75
E01004725,24688.15
E01004726,30776.6
E01004727,36560.91
E01004728,28300.88
E01004729,26150.34
E01004730,31504.62
E01004731,40032.63
E01004732,24211.01
E01004733,37676.64
E01004734,25095.48
E01004735,26051.1
E01004736,32744.76
E01004737,28328.21
E01004738,34411.04
E01004739,38607.76
E01004740,23859.35
E01004741,29402.06
E01004742,33460.9
E01004743,23866.38
E01004744,26956.9
E01004745,31152.39
E01004746,25088.14
E01004747,30864.24
E01004748,42238.8
E01004749,35934.63
E01004750,26185.83
E01004751,37963.27
E01004752,29374.21
E01004753,29900.5
E01004754,23151.28
E01004755,25978.66
E01004756,26920.99
E01004757,24837.29
E01004760,28575.95
E01004761,31855.09
E01004762,26674.84
E01004763,27970.33
E01004765,29201.97
E01004766,21727.75
E01004767,22399.91
E01004768,29287.98
E01004769,27387.68
E01004770,23941.04
E01004771,26784.74
E01004772,20840.41
E01004773,23382.53
E01004774,21262.16
E01004775,27574.26
E01004776,23541.23
E01004777,23483.19
E01004778,24738.62
E01004779,24597.05
E01004780,26422.97
E01004781,25922.64
E01004782,22992.37
E01004783,25612.76
E01004784,27825.28
E01004785,24155.97
E01004786,25820.91
E01004787,19530.09
E01004788,27349.07
E01004789,27033.67
E01004790,25300.32
E01004791,24517.86
E01004792,28188.53
E01004793,20652.72
E01004794,18848.3
E01004795,22195.6
E01004796,22964.35
E01004797,20306.06
E01004798,21388.73
E01004799,23873.07
E01004800,25057.64
E01004801,19534.79
E01004802,19384.92
E01004803,27830.35
E01004804,28132.42
E01004805,27875.69
E01004806,25613.6
E01004807,28448.71
E01004808,28980.21
E01004809,23342.04
E01004810,27974.76
E01004811,18214.06
E01004812,18392.84
E01004813,19344.64
E01004814,19031.88
E01004815,18837.3
E01004816,18819.72
E01004817,20196.71
E01004818,18349.92
E01004819,21847.75
E01004820,17393.74
E01004822,17805.98
E01004823,19214.61
E01004824,15955.54
E01004825,16933.38
E01004826,16911.87
E01004827,19062.7
E01004828,16312.08
E01004829,16447.45
E01004830,20921.91
E01004831,20666.07
E01004832,22110.73
E01004833,23503.86
E01004834,20141.97
E01004835,26578.21
E01004836,24404.92
E01004837,28503.33
E01004838,18861.28
E01004839,19589.49
E01004840,25976.94
E01004841,18868.04
E01004842,27520.8
E01004843,29065.54
E01004844,34020.3
E01004845,27911.82
E01004846,18071.82
E01004847,17332.62
E01004848,18703.34
E01004849,15219.58
E01004850,16716.29
E01004851,17541.96
E01004852,15887.15
E01004853,16331.34
E01004854,15230.86
E01004855,20987.53
E01004856,19725.55
E01004857,19141.96
E01004858,22495.73
E01004859,20676.19
E01004860,22790.14
E01004861,20725.56
